Timestamp,Action,Symbol,Price,Lot_Size,Magic_Number,Result
2026-06-03T17:04:19.871997,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:19.981996,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.091996,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.204996,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.315995,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.429995,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.535995,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.649994,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.765994,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:20.955993,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.068993,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.178993,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.286993,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.394992,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.505992,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.613992,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.728991,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:21.903991,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.016990,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.131990,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.246990,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.360990,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.466989,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.574989,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.687989,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.794988,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:22.910988,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.029988,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.141987,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.252987,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.413987,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.546986,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.660986,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.777985,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.887985,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:23.996985,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.103985,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
