run_id,seed,max_drawdown,excess_kurtosis,vol_clustering,cascade_depth,duration_sec
2,1401216428,0.0,0.0,0.0,0.0,152.6862
1,1401215431,0.0,0.0,0.0,0.0,166.2352
0,1401214434,0.0,0.0,0.0,0.0,170.7712
3,1401217425,0.0,0.0,0.0,0.0,180.0796
7,1401221413,0.0,0.0,0.0,0.0,126.6663
5,1401219419,0.0,0.0,0.0,0.0,149.4712
4,1401218422,0.0,0.0,0.0,0.0,166.2794
6,1401220416,0.0,0.0,0.0,0.0,153.6346
8,1401222410,0.0,0.0,0.0,0.0,94.3694
9,1401223407,0.0,0.0,0.0,0.0,90.7368
